tweet_id,retweet_count,favorite_count,rating,intercept,group
673887867907739649,249,920,1.0,1,low
673906403526995968,1606,3138,0.3,1,low
673919437611909120,363,1146,1.1,1,high
673956914389192708,933,1918,1.0,1,low
674008982932058114,343,1179,1.0,1,low
674014384960745472,622,1535,1.1,1,high
674019345211760640,298,1108,1.0,1,low
674024893172875264,1195,1755,1.0,1,low
674036086168010753,204,835,0.9,1,low
674038233588723717,407,1085,1.2,1,high
674042553264685056,123,711,1.2,1,high
674045139690631169,627,1390,0.3,1,low
674051556661161984,482,1424,1.0,1,low
674053186244734976,1272,3255,1.0,1,low
674063288070742018,2165,6265,0.5,1,low
674075285688614912,280,973,1.1,1,high
674082852460433408,164,746,1.1,1,high
674255168825880576,540,1446,1.0,1,low
674262580978937856,445,1283,0.9,1,low
674265582246694913,837,1617,0.2,1,low
674269164442398721,224,891,0.8,1,low
674271431610523648,721,1542,1.0,1,low
674291837063053312,5767,14509,1.1,1,high
674318007229923329,510,1389,0.8,1,low
674372068062928900,308,832,1.0,1,low
674394782723014656,560,1486,0.8,1,low
674410619106390016,452,1183,1.0,1,low
674416750885273600,137,671,1.0,1,low
674422304705744896,532,1418,1.2,1,high
674436901579923456,385,1094,0.9,1,low
674447403907457024,350,1042,1.0,1,low
674468880899788800,2003,6132,1.3,1,high
674632714662858753,563,1478,0.5,1,low
674638615994089473,568,1661,1.2,1,high
674644256330530816,262,1014,1.1,1,high
674646392044941312,483,1419,0.6,1,low
674664755118911488,249,900,1.0,1,low
674670581682434048,638,1580,0.9,1,low
674690135443775488,464,1129,0.3,1,low
674737130913071104,88,636,0.7,1,low
674739953134403584,380,1087,1.1,1,high
674743008475090944,544,1384,1.0,1,low
674752233200820224,457,1442,1.2,1,high
674754018082705410,441,1349,1.2,1,high
674764817387900928,231,781,1.0,1,low
674767892831932416,774,1806,1.2,1,high
674774481756377088,462,1096,1.1,1,high
674781762103414784,1182,1969,0.8,1,low
674788554665512960,203,807,0.9,1,low
674790488185167872,244,1088,1.3,1,high
674793399141146624,1072,2477,1.3,1,high
674800520222154752,847,2983,1.1,1,high
674805413498527744,350,849,1.0,1,low
674999807681908736,1091,2217,1.3,1,high
675003128568291329,462,1542,1.2,1,high
675006312288268288,222,970,1.0,1,low
675015141583413248,1173,2676,1.0,1,low
675047298674663426,321,1051,1.1,1,high
675109292475830276,1121,2763,0.9,1,low
675111688094527488,248,951,0.8,1,low
675113801096802304,774,1929,1.0,1,low
675135153782571009,483,1279,0.5,1,low
675145476954566656,889,2111,0.9,1,low
675146535592706048,297,1173,0.7,1,low
675147105808306176,230,932,1.0,1,low
675149409102012420,1660,3694,1.2,1,high
675153376133427200,2548,6207,0.1,1,low
675166823650848770,1578,3558,1.0,1,low
675334060156301312,1268,2748,1.2,1,high
675349384339542016,2242,3873,1.3,1,high
675354435921575936,16709,32342,1.3,1,high
675362609739206656,227,1033,1.2,1,high
675372240448454658,509,1675,1.3,1,high
675432746517426176,558,1509,1.2,1,high
675483430902214656,969,1820,0.5,1,low
675489971617296384,593,1288,1.0,1,low
675497103322386432,1283,3108,1.1,1,high
675501075957489664,5764,17002,1.3,1,high
675517828909424640,461,1281,1.2,1,high
675522403582218240,285,1031,1.0,1,low
675531475945709568,376,1180,1.0,1,low
675534494439489536,410,1802,1.1,1,high
675706639471788032,94,639,1.0,1,low
675707330206547968,680,1959,1.1,1,high
675710890956750848,809,1874,1.2,1,high
675740360753160193,343,1163,1.2,1,high
675781562965868544,463,1620,1.1,1,high
675798442703122432,3382,10194,1.0,1,low
675820929667219457,230,1042,1.1,1,high
675822767435051008,530,1505,1.0,1,low
675845657354215424,867,2255,1.0,1,low
675853064436391936,1282,2671,1.1,1,high
675870721063669760,564,1626,1.1,1,high
675878199931371520,1388,4152,1.1,1,high
675888385639251968,949,2368,1.0,1,low
675891555769696257,847,2121,0.6,1,low
675898130735476737,566,1609,1.0,1,low
676089483918516224,432,1307,0.9,1,low
676098748976615425,1414,2990,0.3,1,low
676101918813499392,1152,2806,1.1,1,high
676146341966438401,657,1906,1.0,1,low
676191832485810177,1029,2274,0.8,1,low
676215927814406144,574,1732,0.9,1,low
676219687039057920,30851,75428,1.0,1,low
676237365392908289,286,1212,0.8,1,low
676263575653122048,546,2074,1.0,1,low
676430933382295552,344,1393,1.0,1,low
676440007570247681,663,1715,1.1,1,high
676470639084101634,4646,11565,1.1,1,high
676496375194980353,529,1512,0.9,1,low
676533798876651520,550,1868,1.2,1,high
676575501977128964,1110,2579,0.8,1,low
676582956622721024,277,1195,0.8,1,low
676588346097852417,782,2311,0.5,1,low
676603393314578432,379,1152,0.9,1,low
676606785097199616,432,1879,1.2,1,high
676613908052996102,199,1082,1.2,1,high
676617503762681856,960,2882,1.3,1,high
676776431406465024,2022,4997,1.0,1,low
676811746707918848,420,1416,0.9,1,low
676819651066732545,664,1812,1.2,1,high
676821958043033607,15577,22971,1.1,1,high
676864501615042560,709,2098,1.0,1,low
676897532954456065,716,2239,0.5,1,low
676936541936185344,4914,12688,0.8,1,low
676942428000112642,748,2072,0.9,1,low
676946864479084545,369,1727,1.2,1,high
676948236477857792,859,2172,0.6,1,low
676949632774234114,392,1309,0.8,1,low
676957860086095872,808,2237,1.0,1,low
676975532580409345,1069,2780,1.1,1,high
677187300187611136,919,2744,0.9,1,low
677228873407442944,1640,3553,1.1,1,high
677269281705472000,708,1993,1.0,1,low
677301033169788928,403,1240,0.5,1,low
677314812125323265,530,1643,1.0,1,low
677328882937298944,1506,3641,1.0,1,low
677331501395156992,235,1088,0.9,1,low
677334615166730240,283,1346,0.9,1,low
677530072887205888,228,1066,0.9,1,low
677547928504967168,3668,6937,1.2,1,high
677557565589463040,1152,2442,1.0,1,low
677565715327688705,462,1299,0.6,1,low
677573743309385728,710,2131,1.0,1,low
677644091929329666,800,1862,1.1,1,high
677662372920729601,958,1946,1.2,1,high
677673981332312066,1506,3338,0.9,1,low
677687604918272002,849,2489,1.1,1,high
677698403548192770,318,1233,0.9,1,low
677700003327029250,1444,3391,1.0,1,low
677716515794329600,976,3064,1.2,1,high
677895101218201600,2086,4856,0.9,1,low
677918531514703872,409,1353,1.0,1,low
678021115718029313,6351,13739,1.2,1,high
678255464182861824,363,1600,0.9,1,low
678278586130948096,6087,11472,1.0,1,low
678334497360859136,257,1311,1.0,1,low
678341075375947776,541,1739,1.2,1,high
678380236862578688,915,2456,1.0,1,low
678389028614488064,428,1883,1.1,1,high
678396796259975168,416,1604,1.2,1,high
678399652199309312,31917,79571,1.2,1,high
678410210315247616,1820,4237,1.0,1,low
678424312106393600,2555,5505,0.2,1,low
678446151570427904,1553,4019,1.0,1,low
678643457146150913,415,2057,1.0,1,low
678675843183484930,1477,2877,0.2,1,low
678740035362037760,1688,3774,0.6,1,low
678755239630127104,3307,7165,1.0,1,low
678764513869611008,476,1642,1.0,1,low
678767140346941444,1364,3561,0.8,1,low
678774928607469569,912,2824,1.1,1,high
678798276842360832,1166,3467,0.7,1,low
678800283649069056,905,2594,1.2,1,high
678969228704284672,464,1661,1.1,1,high
678991772295516161,1178,2326,1.2,1,high
679047485189439488,669,2262,0.9,1,low
679062614270468097,8174,17123,1.1,1,high
679111216690831360,2588,6005,1.2,1,high
679132435750195208,1157,2982,1.0,1,low
679148763231985668,1036,2800,0.8,1,low
679158373988876288,8113,21531,1.1,1,high
679462823135686656,18974,31907,1.1,1,high
679475951516934144,643,2108,0.9,1,low
679503373272485890,1484,3183,0.8,1,low
679511351870550016,1273,3395,0.7,1,low
679527802031484928,726,2663,1.1,1,high
679530280114372609,2092,4829,0.7,1,low
679722016581222400,467,1671,0.8,1,low
679729593985699840,832,2179,0.8,1,low
679736210798047232,803,2110,0.9,1,low
679777920601223168,1111,3115,1.0,1,low
679828447187857408,14145,36603,1.3,1,high
679844490799091713,773,2390,1.0,1,low
679854723806179328,1241,2886,0.7,1,low
679862121895714818,628,2476,1.1,1,high
679877062409191424,655,1999,0.5,1,low
680070545539371008,886,2611,0.9,1,low
680085611152338944,9059,12921,1.2,1,high
680100725817409536,1384,3611,1.1,1,high
680115823365742593,912,2744,0.9,1,low
680130881361686529,954,2314,1.0,1,low
680145970311643136,1756,3660,1.0,1,low
680161097740095489,743,2351,1.2,1,high
680176173301628928,1562,3932,1.0,1,low
680191257256136705,506,2169,1.1,1,high
680206703334408192,1186,2865,1.2,1,high
680221482581123072,296,1476,1.0,1,low
680440374763077632,499,1462,1.1,1,high
680473011644985345,749,2578,1.0,1,low
680494726643068929,488,1743,1.126,1,high
680497766108381184,1935,4278,1.2,1,high
680583894916304897,1357,3666,0.8,1,low
680609293079592961,714,2669,0.9,1,low
680798457301471234,1044,2877,0.6,1,low
680801747103793152,824,2400,1.0,1,low
680836378243002368,1335,3509,1.2,1,high
680889648562991104,366,1783,0.9,1,low
680913438424612864,632,2433,1.1,1,high
680934982542561280,440,2101,1.0,1,low
680940246314430465,1057,3232,0.4,1,low
680959110691590145,2023,4622,0.9,1,low
680970795137544192,668,2451,0.9,1,low
681193455364796417,1502,3739,1.1,1,high
681231109724700672,494,2439,1.1,1,high
681242418453299201,541,1507,1.0,1,low
681261549936340994,277,1473,0.9,1,low
681281657291280384,1109,3262,1.1,1,high
681297372102656000,964,3244,1.2,1,high
681302363064414209,1839,3977,0.3,1,low
681320187870711809,752,2664,1.1,1,high
681339448655802368,4138,9413,0.9,1,low
681523177663676416,5838,14474,1.2,1,high
681579835668455424,1313,3595,0.8,1,low
681610798867845120,474,1933,1.2,1,high
681654059175129088,933,2666,1.2,1,high
681679526984871937,449,1793,0.7,1,low
681694085539872773,4111,12924,1.1,1,high
681891461017812993,829,2493,1.0,1,low
681981167097122816,1045,2835,1.2,1,high
682003177596559360,1548,3173,0.5,1,low
682032003584274432,2038,6652,1.1,1,high
682047327939461121,952,3228,1.0,1,low
682059653698686977,1704,4997,1.1,1,high
682242692827447297,1178,3293,1.1,1,high
682259524040966145,1223,4202,0.9,1,low
682303737705140231,992,3091,0.9,1,low
682389078323662849,468,1677,0.9,1,low
682393905736888321,682,2260,1.1,1,high
682406705142087680,1789,7667,0.7,1,low
682429480204398592,1171,3466,0.8,1,low
682638830361513985,607,2093,1.2,1,high
682662431982772225,1092,3102,1.1,1,high
682697186228989953,362,1329,1.2,1,high
682750546109968385,443,1534,0.9,1,low
682788441537560576,1119,2506,1.2,1,high
682962037429899265,16819,37327,1.0,1,low
683030066213818368,745,2182,1.0,1,low
683078886620553216,569,2011,0.9,1,low
683098815881154561,668,2189,1.2,1,high
683111407806746624,924,3442,1.0,1,low
683142553609318400,1054,2907,0.9,1,low
683357973142474752,934,2960,1.0,1,low
683391852557561860,2429,7728,1.1,1,high
683449695444799489,1618,3944,1.0,1,low
683462770029932544,682,2452,0.8,1,low
683481228088049664,1007,2678,1.1,1,high
683498322573824003,970,3210,1.1,1,high
683742671509258241,3352,6563,1.1,1,high
683773439333797890,1374,3382,0.9,1,low
683828599284170753,1076,2832,1.2,1,high
683834909291606017,1127,2652,0.9,1,low
683849932751646720,983,2639,0.5,1,low
683852578183077888,349,1952,1.0,1,low
683857920510050305,1134,3837,1.0,1,low
684097758874210310,1446,4172,1.0,1,low
684122891630342144,475,2033,1.1,1,high
684177701129875456,671,2042,1.0,1,low
684188786104872960,1191,3530,1.0,1,low
684195085588783105,519,1940,0.9,1,low
684200372118904832,1051,2187,0.6,1,low
684222868335505415,1391,3869,1.1,1,high
684225744407494656,212,1243,1.1,1,high
684241637099323392,3338,8259,1.2,1,high
684460069371654144,568,2000,1.0,1,low
684481074559381504,1178,3929,1.0,1,low
684538444857667585,963,2677,1.2,1,high
684567543613382656,1240,3060,0.4,1,low
684594889858887680,3563,9018,1.0,1,low
684800227459624960,1015,2757,1.1,1,high
684880619965411328,828,2128,0.5,1,low
684902183876321280,537,1900,1.1,1,high
684914660081053696,1472,3557,1.2,1,high
684926975086034944,466,3540,1.1,1,high
684940049151070208,1058,3259,1.2,1,high
684959798585110529,3171,6908,0.5,1,low
